owner.objectId,cetliId.objectId,objectId,product,quantity,createdAt,updatedAt,selected,deleted,crossedOutLocation.latitude,crossedOutLocation.longitude
DRdQan0lyg,AxdrFDRRfX,N4S69278pH,tojás,1,2016-02-13T09:57:01.135Z,2016-03-10T12:29:14.360Z,1,1,null,null
QsmQ98FeHu,teQINcMqmL,qB13dNuOmd,kenyér,1,2016-04-09T05:53:23.172Z,2016-04-09T05:53:23.172Z,0,null,null,null
39WvOKCgZR,GOSoOPqY72,a8yI9Dail7,gyümölcs,1,2016-04-29T10:05:48.957Z,2016-04-29T10:05:48.957Z,0,null,null,null
MOeiw3x21z,gg4qlONkxs,HsWVq1G7XO,energiaital,1,2016-01-30T07:36:18.484Z,2016-01-30T08:34:32.441Z,1,null,null,null
uVOkEgB0Gg,HSTVuhdbfh,zB2xuJ49AT,felvágott,1,2016-08-09T10:14:50.916Z,2016-08-09T10:50:44.580Z,1,1,null,null
0QQcQ3QPuE,vSB6srsvbb,Qp48QOR0eL,paprika,1,2016-04-30T05:00:53.863Z,2016-04-30T05:00:53.863Z,null,null,null,null
5G0CfALtZx,mp6k6XtAik,HrrUhAUx3C,só,1,2016-06-04T20:06:00.016Z,2016-06-19T13:52:14.342Z,1,1,47.55162668333558,19.13958893824765
kYO9gJaHxD,JO88gTRi7A,nlaadTgHv0,kelkáposzta,1,2016-03-05T11:24:20.625Z,2016-03-05T11:27:06.111Z,1,null,null,null
lKpnUzlkaK,vOd9jXOd86,tJu1716A0L,öblítő,2,2016-04-16T07:15:45.465Z,2016-04-16T07:15:45.465Z,0,null,null,null
ZvGMLZ6ZsC,0IJKvyz82l,6b0OCaEyTk,üdítő,1,2016-07-06T19:59:05.460Z,2016-07-07T12:33:54.765Z,0,1,null,null
V8xkLXkMW7,FTlJeMBt7Y,nOs3eXRmJi,nutella,1,2016-01-10T17:25:27.105Z,2016-01-18T18:04:31.701Z,null,1,null,null
slZsMnMZ7J,7h5ZPe5hsR,cGDElYFTNj,tonhal,12,2016-04-12T12:02:18.411Z,2016-04-12T12:02:18.411Z,0,null,null,null
2FIzl3nZhE,8FfONkeJt8,4U6MePRhKq,fogkrém,4,2016-08-14T06:59:46.629Z,2016-08-14T09:53:10.823Z,1,null,null,null
C14TbFV5Fc,ZiSQf0GNZ5,M37QcuXMA5,ketchup,1,2016-04-24T13:25:45.709Z,2016-05-05T04:49:07.548Z,1,1,null,null
5YcP6uwOtA,NWsvna6f4D,wn4wkoZviV,mosogatógép só,1,2016-08-12T07:41:12.686Z,2016-08-27T05:26:01.117Z,0,1,null,null
nVO5RvP17k,h8qKdTmvhg,lm1RUrga1j,sajt,1,2016-06-17T08:26:48.186Z,2016-06-17T08:26:48.186Z,0,null,null,null
fb4LgtRbeB,bQqdSZbaXI,wo4DC6VaMr,ásványvíz,1,2016-05-10T04:52:11.803Z,2016-07-31T08:13:15.242Z,0,1,null,null
2P3L52j7oE,isltjpq9Ma,tQX1cA7gk6,májkrém,1,2016-01-03T16:00:52.137Z,2016-01-03T16:00:52.137Z,null,null,null,null
LcmJaXX877,CfJocfQykz,0HhZIzMvfZ,paradicsom,1,2016-08-13T07:23:20.365Z,2016-08-13T10:48:11.777Z,0,1,null,null
FDnIbi4bDG,Rfu1BgY5WB,v95ZAoqs5m,habfürdő,1,2016-04-17T08:50:07.601Z,2016-04-17T08:50:07.601Z,0,null,null,null
ytkl2iHFiT,KqVw2Uijrn,xmZKAJZxcc,pékáru,1,2016-02-24T08:40:55.641Z,2016-02-27T10:12:30.237Z,0,1,null,null
mdK1mwPGBE,XtN1jcWHeL,MHHs26MePH,cukkini,1,2016-06-02T19:26:29.185Z,2016-06-03T11:24:38.143Z,1,null,null,null
EWSpjfO90b,fpJ13E5qTG,wdYwknNmNH,sajt,1,2016-08-27T10:11:51.183Z,2016-08-30T17:39:59.621Z,0,1,null,null
uxJtky1gIC,uzvXVjjgB7,jI3m6NPXXF,petrezselyem,1,2016-05-03T16:39:03.135Z,2016-05-03T16:39:03.135Z,0,null,null,null
fRWCpXJ55h,zEZyQ06PJ7,l1xu3ArIY6,tej,1,2016-08-17T14:29:29.015Z,2016-08-17T14:29:29.015Z,0,null,null,null
gXpZhnXk80,HMufOW2A0m,qav2ZLl02C,öblítő,1,2016-01-08T08:43:40.222Z,2016-01-08T15:45:45.256Z,null,1,null,null
z6XygElrnL,zFQ8CSNhA1,8KRG0X9QNd,kávé,3,2016-03-23T08:37:17.262Z,2016-03-23T08:37:17.262Z,0,null,null,null
0WjFeGY8mC,aumr5gcdn6,Yln4Xh9fWt,tej,1,2016-06-30T12:18:14.363Z,2016-08-08T17:09:49.034Z,1,1,null,null
u5VimJVKQI,YzZdjczNb6,tkbCZXogWM,burgonya,2,2016-07-28T17:28:13.385Z,2016-08-07T15:56:27.834Z,1,1,null,null
arAaTfwHpN,bcwUSF27WZ,kC3n27Ruyr,tej,6,2016-06-23T21:46:19.192Z,2016-06-25T06:45:41.485Z,0,1,null,null
tX41kszOmW,rfKbVD81g8,IH2wjhWbFd,sajt,20,2016-01-09T13:49:31.585Z,2016-01-09T14:01:27.755Z,1,null,47.50141767697045,19.08375173667808
EqnpSyPy84,zkNh5b7nf1,0Dac2iHa6q,élesztő,2,2016-02-20T12:42:38.114Z,2016-03-04T16:13:21.708Z,1,null,null,null
XwiFlRIO0c,zKe31tXqkf,HEmc4F5Vnc,tészta,1,2016-04-06T18:14:23.088Z,2016-04-06T18:14:23.088Z,0,null,null,null
OtYwU8wz5L,eVY8XaQ0gU,g08g15qRdd,alma,1,2016-01-30T07:43:51.774Z,2016-01-30T09:49:47.030Z,0,1,null,null
Z1MdLEyCpU,0InmbwsJCb,nV1yF7kcWD,túró rudi,8,2016-02-12T05:59:34.252Z,2016-02-16T06:31:02.934Z,1,1,null,null
mms2F9o8Lc,odjWzCXjP3,g91K1x7h4D,vaj,1,2016-03-20T15:57:47.818Z,2016-03-20T15:57:47.818Z,0,null,null,null
KzT54XtAtB,Fdh3Y789uM,EdKTnTsECS,kávé,1,2016-04-06T14:23:55.128Z,2016-05-17T06:09:36.182Z,0,1,null,null
tEeja1RXo7,pXo9SupzQK,WLYqAsv2lE,tej,1,2016-04-24T13:20:58.117Z,2016-04-24T14:12:36.060Z,1,null,null,null
Ex0LB3E7Wj,uHtS9TvlF2,pePpmct15r,kávétejszín,5,2016-06-12T08:34:59.339Z,2016-06-12T08:34:59.339Z,0,null,null,null
iEOdSufdFV,2QPb2YUmeK,8EInCTyLm3,kukás zsák,1,2016-04-16T07:52:13.920Z,2016-04-16T08:51:27.203Z,1,null,null,null
O6JeA8qF0L,vZXLsrwwXX,gA51Swsby1,cukor,1,2016-04-07T09:56:04.348Z,2016-04-07T09:56:14.271Z,0,null,null,null
wTWAFk66Eh,lsiPcwCTYs,ZYrGKKGG8l,testápoló,1,2016-06-21T07:21:36.594Z,2016-06-22T10:51:27.704Z,0,1,null,null
gF8xR1ROpF,4uRGkQSfKv,at95YTGal9,mosogatógép só,1,2016-06-16T16:59:08.054Z,2016-06-23T18:03:39.752Z,0,1,null,null
ukI6M2BCM9,HYH7mGDhzK,dV0qXD4Qs0,paradicsom,1,2016-05-14T10:40:16.446Z,2016-05-27T05:40:29.292Z,1,1,null,null
az8QtVX0Cd,YoORQkGnS2,rSZY6vTpFT,ásványvíz,6,2016-08-28T13:27:50.525Z,2016-08-28T13:40:25.181Z,1,null,null,null
DTX3K7pxJQ,pZG9l5soct,puoSt6mivf,rágcsa,1,2016-02-10T10:09:35.940Z,2016-02-10T10:09:35.940Z,0,null,null,null
EBn4uLT6Sr,cTnjrFoIpj,gUlNaYEyOh,kenyér,1,2016-03-12T19:09:03.756Z,2016-03-12T19:09:03.756Z,0,null,null,null
vtneCBmVFm,aRtGmtChFe,lMdhTs32bV,sajt,1,2016-04-13T03:51:49.629Z,2016-04-13T03:51:49.629Z,0,null,null,null
WCCJySeF4v,8qqI09BiAj,fFYlXgOQ5f,élesztő,2,2016-03-26T13:35:42.411Z,2016-03-26T13:35:42.411Z,0,null,null,null
OvQKXSjZqP,vGNMJDuME5,S5F3cNacAY,tej,1,2016-06-04T06:05:01.698Z,2016-06-09T11:52:37.956Z,0,1,null,null
t6t5BISf0i,bHQUbq4nGt,DTZbtQYBQK,mozzarella,2,2016-03-04T17:37:06.761Z,2016-03-04T17:37:06.761Z,0,null,null,null
ifbHBXd8Z0,AHwrKgRj3O,9LlFbMUs5p,kutyakaja,1,2016-07-01T08:13:02.904Z,2016-07-01T08:13:02.904Z,0,null,null,null
z6R8WIrlEA,m3iAdNcoE0,13JXIhwhVR,gomba,1,2016-05-21T15:18:48.495Z,2016-05-21T15:18:48.495Z,0,null,null,null
5eLoa2mb0P,QTP1OOKM2K,8vV2lYBiBx,erős paprika,1,2016-05-02T15:49:45.483Z,2016-05-02T15:49:45.483Z,0,null,null,null
BZESFejE28,qAjfM0tFMe,p8h6LQyyqE,zsíroldó,1,2016-05-07T09:09:06.225Z,2016-05-08T07:11:24.043Z,0,1,null,null
Em3gRFvqS2,Gf377HBy9m,VROeKTPOFM,kelkáposzta,2,2016-08-06T15:57:03.984Z,2016-08-22T07:07:06.398Z,0,1,null,null
kYO9gJaHxD,JO88gTRi7A,3e3Ff13Hcm,uborka,1,2016-03-05T11:23:04.291Z,2016-03-05T11:25:58.507Z,1,null,null,null
gBviI2zqM1,55Fd2ekbja,OKeEeEOsSi,tej,1,2016-02-04T19:49:43.394Z,2016-02-07T18:01:15.314Z,1,1,null,null
v1Pcyt2GzT,FJ0Fkq8IsA,yjNXESl5XL,joghurt,14,2016-08-30T06:06:38.291Z,2016-08-30T06:06:38.291Z,0,null,null,null
0D5nRj9OLV,Afgnkq2E7d,XX3ELoOSvX,tej,1,2016-07-31T19:43:45.532Z,2016-07-31T19:43:45.532Z,0,null,null,null
CKiSOZCILR,8sUEli7ssH,9YzG1g5yvY,gomba,25,2016-01-29T18:10:37.693Z,2016-02-15T11:17:45.284Z,1,1,null,null
Rd15hIVVIQ,HJTolBUkpB,pyTM6I1mbx,sajt,1,2016-03-17T13:55:31.758Z,2016-04-05T14:52:23.112Z,1,1,null,null
t3avJMStOe,HEstEGNPX3,WKjY16wreF,tej,1,2016-08-02T14:04:29.386Z,2016-08-02T14:04:29.386Z,0,null,null,null
rCKgSB1jUt,zJz99IEA0E,7z0OsdLlEG,margarin,1,2016-07-30T10:16:02.658Z,2016-07-30T10:55:18.855Z,0,1,null,null
oo5qwgmICD,6Xhvhl7DfJ,KI2g7spjRP,karfiol,1,2016-06-17T07:22:42.840Z,2016-06-17T07:22:42.840Z,0,null,null,null
6O282ccWUL,BMlVqYuh91,yROqyWzEqf,olaj,1,2016-03-19T08:24:48.588Z,2016-03-20T10:02:34.911Z,1,1,null,null
EA8VmHkWgW,WDTQJAKRfw,f0GwAZWhcp,sampon,1,2016-03-05T07:48:27.539Z,2016-03-22T14:29:20.764Z,1,1,null,null
8ND5wNFM5D,lWUR8JKxXi,No0T3G1wet,tojás,1,2016-04-02T10:53:32.326Z,2016-04-27T17:43:31.986Z,0,1,null,null
EHu4vRIGur,PdWuf7Q3KR,1Mx6GUjWny,kenyér,1,2016-05-16T15:02:02.415Z,2016-07-09T10:55:52.672Z,0,1,null,null
sbKBV0cSxg,VDj8SSpuzS,SplUsRTBJo,zöldség,1,2016-04-30T07:16:20.427Z,2016-04-30T07:16:20.427Z,0,null,null,null
fr5ZL2FvXp,lycvSW8oUx,NWLwVwULXF,narancslé,1,2016-06-12T10:28:39.044Z,2016-06-12T10:28:39.044Z,0,null,null,null
1JLehRbMXS,3II8SBbpx4,XZUtVcrKGS,cukor,1,2016-07-17T08:35:51.754Z,2016-08-11T07:13:40.961Z,0,1,null,null
FpDCH8o5Hv,Sz6VwCVFZu,RHBI5Xwm5W,tej,3,2016-02-03T09:51:49.669Z,2016-02-26T14:21:00.296Z,1,1,null,null
AN9JhpDSH1,uua1b7vKT5,GqLI3lZq5a,ásványvíz,1,2016-04-01T03:23:41.278Z,2016-04-01T16:32:19.331Z,1,null,null,null
66jprL8rCm,OkLg7fVNyP,nKmMaVMe9x,fogkefe,1,2016-06-27T20:58:40.251Z,2016-06-29T20:59:53.806Z,1,1,null,null
VIhjPdhwVM,WgTpoWwobV,XoxmIB6C6U,kenyér,1,2016-05-13T05:46:20.715Z,2016-06-01T18:24:10.028Z,1,1,null,null
9l6XySyG7V,QMv8B22tdC,geHGvNIlXF,burgonya,1,2016-01-29T16:56:38.646Z,2016-01-30T12:35:51.763Z,0,null,47.51383393655949,19.04828040559519
d3qHNQD6QD,3DdADSjVP4,E4XviO2Uxw,öblítő,1,2016-08-24T20:33:38.108Z,2016-08-24T20:34:42.602Z,1,1,null,null
Ejnyfg2beu,WGJ0F88mRT,eabibWuFpn,ásványvíz,6,2016-03-05T13:47:36.625Z,2016-03-07T20:31:23.896Z,1,1,47.43933628298061,19.10107728713265
kYO9gJaHxD,yaCGKIBCNo,wRmJD7LUOl,répa,10,2016-02-27T10:48:04.767Z,2016-07-09T08:43:11.076Z,1,1,null,null
gfmZbJhxUE,04O2Vl0iIL,l761CkjoJK,spagetti tészta,1,2016-08-03T17:31:58.908Z,2016-08-03T17:31:58.908Z,0,null,null,null
5ZhZGX11jL,iicGAb3AeT,fpHBKp9XFV,ásványvíz,1,2016-03-04T15:56:23.982Z,2016-03-04T15:56:23.982Z,0,null,null,null
Z1MdLEyCpU,gfo4GMRfFK,qbDcV70sPV,leveszöldség,1,2016-01-28T20:24:53.602Z,2016-01-29T21:19:13.786Z,1,1,null,null
hpRUyfnF48,nPJ2wacIEn,OqyB8KBIs4,szalvéta,1,2016-04-05T15:53:48.728Z,2016-04-05T15:53:48.728Z,0,null,null,null
YlKq9jEwcr,LunzyMcsGj,95KXStQAQK,kávé,1,2016-05-12T18:51:35.032Z,2016-05-19T18:58:02.384Z,1,1,null,null
O9NoTDy3el,9HuYNJVZyf,yRh3e83B6e,petrezselyem,1,2016-04-20T08:52:40.331Z,2016-04-20T08:52:40.331Z,0,null,null,null
rdJPgbahKh,EOWf1xiynd,A8BXSZEwIQ,kifli,3,2016-04-16T07:43:52.584Z,2016-04-16T09:03:27.425Z,1,null,null,null
VsBbjqNOMl,7vauXxLsGS,w0qgiD9uEJ,paradicsom,1,2016-07-02T19:50:57.865Z,2016-07-02T19:52:12.051Z,1,null,47.45902108392708,19.05188072330564
TzcUXGjDt7,V8njl8sahP,qbqnRjDRs2,borotva,1,2016-01-09T08:02:55.793Z,2016-01-09T09:59:23.770Z,1,null,null,null
hjfFmmoiEQ,WuBbObvYmT,0g0wEckAR2,tojás,1,2016-01-06T08:07:37.950Z,2016-01-06T08:41:25.503Z,null,1,null,null
VRbvhCjo6p,hsyyekW4Q1,BCVXeQx2bc,sajt,1,2016-02-01T14:16:18.197Z,2016-02-06T07:42:39.533Z,1,1,null,null
4gWJIATshe,e5FYXC5mBL,9ryw2qHBjl,alma,1,2016-05-06T04:10:16.826Z,2016-05-06T04:10:16.826Z,0,null,null,null
9ZPmatUtA7,gz1PW2Vfsf,NQXolWkmS3,paradicsom,1,2016-04-11T09:36:47.940Z,2016-04-12T09:27:08.078Z,0,null,null,null
102WxP4Uxf,hrm8cIXkxz,df6ty6hJGc,citrom,1,2016-07-23T07:39:55.986Z,2016-07-23T20:21:18.509Z,0,1,null,null
l2ISoyk36B,EaKiLMebxQ,BbwIVhA9Va,margarin,6,2016-02-23T19:01:25.923Z,2016-02-29T17:30:37.107Z,0,1,null,null
H72UUJnjBc,NZYXegAQbP,yEv5tPg0MF,tejföl,1,2016-06-09T06:04:10.623Z,2016-06-09T06:04:10.623Z,0,null,null,null
zfOAIOAaA8,JmQkmb2NPX,0ahYoCSx6s,wc papír,1,2016-08-29T14:41:47.004Z,2016-08-29T14:42:43.276Z,1,null,null,null
0fGglovVft,sViKCRZHJe,Z0UeAKmu0h,kenyér,1,2016-06-26T08:52:42.904Z,2016-07-01T17:29:37.547Z,1,1,47.46286685449864,19.14557882234758
8bYcGTdRJx,d1AN534Fua,yI3HGr2NcR,folyékony szappan,1,2016-02-20T10:02:57.471Z,2016-02-27T13:56:06.494Z,0,1,null,null
ilSKfjggkt,TX6GIbFdbv,Awc4FB3S5s,mosogatószivacs,1,2016-05-23T09:35:09.698Z,2016-06-13T09:58:01.197Z,0,1,null,null
gfmZbJhxUE,04O2Vl0iIL,Xr8vvCq2VN,wc papír,1,2016-06-05T10:04:13.330Z,2016-06-12T11:42:11.660Z,0,1,null,null
oYAmtIZter,1fiO7gDco3,HD1ZwS032B,felvágott,1,2016-05-29T06:21:34.158Z,2016-05-29T08:06:02.351Z,1,null,null,null
2HGtzSli5O,EsTRlEz49p,i9lwPfJwLY,pirospaprika,1,2016-01-21T07:40:57.720Z,2016-01-21T07:40:57.720Z,0,null,null,null
tbHwIfVxPy,3ooHxj5wnK,v2T382jTup,élesztő,1,2016-03-26T06:42:59.567Z,2016-03-26T15:27:17.234Z,1,null,null,null
yMtjPNbHI5,67h8SQCIyj,ogO3mHU7p8,papírtörlő,1,2016-04-18T08:12:01.765Z,2016-04-18T08:12:01.765Z,0,null,null,null
j6lUjq03uP,DYOXi6spNA,osCaa3kRDY,tejföl,2,2016-08-02T16:37:15.166Z,2016-08-03T15:25:07.222Z,0,1,null,null
YEt64gH5bk,epUlsi2IoK,jeiiU8ZRPa,zöldség,1,2016-04-16T06:57:38.016Z,2016-04-16T06:57:38.016Z,0,null,null,null
n7rZompBRy,NyhvfRyJGU,P2h3O0viE0,majonéz,1,2016-07-27T17:22:49.213Z,2016-07-27T17:22:49.213Z,0,null,null,null
QSeoCUcOLd,HSbSoJiEgY,rwZFs8BxTl,fokhagyma,1,2016-04-19T08:35:33.692Z,2016-04-19T08:35:33.692Z,0,null,null,null
9xJW8WMDQe,zdS0LsYBzp,rulAoNMmc5,liszt,1,2016-02-06T17:43:46.296Z,2016-04-12T20:32:15.089Z,0,1,null,null
iaql7wVHVf,FNDCZtZPRD,dL4LIM3e6I,burgonya,1,2016-02-18T19:24:30.592Z,2016-03-21T09:21:16.136Z,1,1,null,null
7hZaozIhQS,w1E2w19lLf,CMNdguQed2,gyümölcs,1,2016-06-18T05:45:34.315Z,2016-06-18T05:45:34.315Z,0,null,null,null
yCx21VSqMn,aTJ0AVsXyK,mRWY58WLqM,tej,1,2016-08-10T07:57:31.261Z,2016-08-16T04:43:11.593Z,0,1,null,null
hjfFmmoiEQ,RY1tJBlc8F,i3C8jcMjaG,papírzsebkendő,1,2016-03-24T18:51:38.732Z,2016-03-26T11:32:23.820Z,0,1,null,null
pQtiopeLFq,zfV5uTdHEE,svyG8aVRZE,cola,1,2016-07-16T07:35:52.011Z,2016-07-16T07:35:52.011Z,0,null,null,null
KzT54XtAtB,Fdh3Y789uM,VN9kRFejkk,ásványvíz,1,2016-04-06T14:23:25.281Z,2016-05-17T06:09:35.779Z,0,1,null,null
gBWJ5AYGBp,j28fStKyun,bgvQhAFSWC,kifli,3,2016-06-11T15:54:34.249Z,2016-06-11T16:17:53.850Z,0,1,null,null
EcMJM7e8M6,aAqsyTUKi3,D8C0CCyJ0B,kávé,1,2016-04-14T12:57:41.529Z,2016-04-14T17:09:41.069Z,1,null,null,null
9iUa58Sj7c,1cEjodhwEk,MwZtfRDmbw,elem,1,2016-06-27T15:13:01.529Z,2016-06-27T15:13:01.529Z,0,null,null,null
kjzvRtwun3,sD4Pb7o2vv,utXI1STC4a,tej,2,2016-02-25T12:44:31.662Z,2016-02-26T11:44:47.016Z,0,null,null,null
9rs5fJXdmp,rXn5WX2s2J,aAt6BXuUWN,tejföl,1,2016-02-05T16:35:20.236Z,2016-02-05T16:35:20.236Z,0,null,null,null
H72UUJnjBc,NZYXegAQbP,HKvysrEqrW,zsemle,8,2016-06-09T06:05:37.546Z,2016-06-09T06:05:37.546Z,0,null,null,null
5ZhZGX11jL,VS0f3c8N6u,3FPQB44Ool,folyékony szappan,1,2016-01-17T16:27:30.617Z,2016-01-23T08:14:25.107Z,1,null,null,null
chyVDyuSiu,Lut6LvS2Of,eHXgpBpQup,joghurt,1,2016-04-09T07:34:39.598Z,2016-04-09T15:26:59.316Z,0,1,null,null
Wnf7ieGRJU,yxgcmnFP5n,IzuWwXZfs7,vajkrém,1,2016-01-06T20:14:42.993Z,2016-01-06T20:15:35.416Z,null,1,null,null
5w0S2XbPRk,c7yfVO08OC,xDKP0oyKPt,tojás,10,2016-07-09T05:22:49.693Z,2016-07-09T05:23:11.815Z,0,null,null,null
4p14JWR2Y3,veZkOvqwrF,k3hc7CHhNF,hagyma,2,2016-01-04T07:08:08.797Z,2016-01-05T07:07:55.763Z,0,1,null,null
TQKWgK0mNG,vRzSVzHwJr,DvWtfvEZ7J,kutyakaja,1,2016-05-05T05:44:03.657Z,2016-05-05T05:44:03.657Z,0,null,null,null
kjgfXFVSLU,T3cLvRPCoZ,7ykuJBy0Zg,tejföl,1,2016-04-22T16:12:56.120Z,2016-08-14T07:52:41.218Z,0,1,null,null
4vGvzacGzA,Oo1OThQJHv,MZG3BKYBH3,hal,1,2016-02-18T19:15:13.857Z,2016-02-18T19:15:13.857Z,0,null,null,null
apbzP3aSO2,puwzERlWFf,PQtmdroJ84,liszt,1,2016-04-11T06:50:17.730Z,2016-05-20T13:12:04.839Z,0,1,null,null
E4W03QUHWy,RCq2aBAg7S,mg40hTSkos,wc papír,1,2016-05-19T11:40:39.340Z,2016-06-03T16:26:07.804Z,1,1,null,null
Z1MdLEyCpU,ovWyMbpa7Q,JS2vhgr8HA,túró rudi,6,2016-01-15T13:37:31.487Z,2016-01-16T10:52:10.663Z,1,1,null,null
hmO8s74Fmf,30ns9NhD87,icuOOv2NMI,wc papír,1,2016-01-30T10:22:27.617Z,2016-01-30T10:22:27.617Z,0,null,null,null
cPq4OueVVr,vuT9uoasd4,TnWfSfEJoF,darált hús,1,2016-04-05T15:11:42.580Z,2016-04-05T20:29:20.280Z,1,1,47.55156940233778,19.13953452665191
5YcP6uwOtA,nyVVZnx7NI,MICSAoRXeY,olivaolaj,1,2016-08-08T05:11:21.343Z,2016-08-08T05:11:21.343Z,0,null,null,null
uoX4cVfEY7,K94oskvP5Q,k9kb6YHGWk,fogkrém,1,2016-03-17T12:03:41.853Z,2016-03-25T09:57:57.109Z,1,null,null,null
mms2F9o8Lc,odjWzCXjP3,KVbd9RzJfq,fogkrém,1,2016-03-20T15:56:50.283Z,2016-03-20T15:56:50.283Z,0,null,null,null
NlmLjcms6c,zrA3XqYFp0,rduN1EWTNn,leveszöldség,1,2016-04-23T09:30:12.188Z,2016-04-23T10:48:33.717Z,0,1,null,null
1UKzeMvMfk,57l5iQ7HJP,dGGSUhSSkK,vaj,1,2016-01-12T16:51:11.948Z,2016-01-16T12:51:18.590Z,1,null,null,null
jjs7Dv1zPg,Nd7jJzHjXi,0nhANcz5oT,citromlé,1,2016-01-28T09:29:58.744Z,2016-02-02T12:47:57.423Z,1,1,null,null
5oBn5HDs7N,dRBd26ATKE,2lzbUtKaOe,liszt,10,2016-04-23T20:43:10.480Z,2016-07-01T19:29:54.194Z,0,null,null,null
XgPXFEB6wO,uafJ5nW3fY,awOn0nsyCV,wc papír,1,2016-04-04T20:01:03.391Z,2016-05-16T09:47:05.109Z,0,1,null,null
kz75QsQERx,SyR1yNQ12V,rxMq7WE38T,tej,1,2016-04-16T08:30:29.276Z,2016-04-16T08:30:29.276Z,0,null,null,null
1UN4UY7pF1,hGBMzwAqxA,FZjv3uCQHv,ásványvíz,1,2016-05-23T15:55:50.586Z,2016-05-23T16:50:06.172Z,1,null,null,null
OcbeiwgqEd,bw0FBFvpHb,XVvs9LusZK,ropi,1,2016-02-17T14:09:18.048Z,2016-02-24T12:58:18.942Z,1,1,null,null
BDhO8zSewM,twtFrnqGwj,ZqGrlnyUuU,hagyma,1,2016-07-02T09:06:18.682Z,2016-07-02T16:12:27.298Z,1,1,47.45802018571522,18.9000455616663
V49NC6w5Pb,JYyr28xUXq,LldQkYk1ZM,fokhagyma,1,2016-03-15T13:09:37.604Z,2016-03-24T06:25:58.825Z,0,1,null,null
EWSpjfO90b,2uWFPdSqJv,51BSTn6WtS,tojás,1,2016-06-04T22:29:09.669Z,2016-06-05T09:36:36.488Z,0,1,null,null
XxnegvCXAK,IyJh1QiDCl,he8dzys7tt,tusfürdő,1,2016-03-03T19:24:33.028Z,2016-03-04T18:20:39.356Z,0,1,null,null
EA8VmHkWgW,hGQFK3goDN,nPUoSgvc7X,citrom,1,2016-01-16T10:51:44.831Z,2016-03-22T14:29:14.654Z,1,1,null,null
Ejnyfg2beu,93SYGEtANw,9mDfYFxPa4,fogkrém,1,2016-04-06T06:48:17.128Z,2016-04-08T11:47:25.475Z,0,1,null,null
PCWOcK774e,GT3oMHaKtw,l1iTKY8Xhb,olivaolaj,1,2016-04-14T14:10:53.536Z,2016-04-14T14:10:53.536Z,0,null,null,null
V4uuHu6NPi,0huRExXS6H,W2XQnpMN2d,kávé,1,2016-04-09T05:44:05.576Z,2016-04-09T05:44:05.576Z,0,null,null,null
itdNGyOAy1,vnTcxyNO9D,RxoROghkHw,joghurt,8,2016-02-01T17:52:56.735Z,2016-02-01T18:51:34.274Z,1,null,null,null
EmR4mtDSA3,DuE36Rc6cC,r7qIXNPntN,borotvahab,1,2016-01-18T14:05:19.266Z,2016-01-18T19:41:57.109Z,0,1,null,null
kUCJn0ubgD,DY0mEUJgtb,l8RChGXlLt,papírzsebkendő,1,2016-04-29T03:50:19.950Z,2016-04-29T16:31:15.213Z,1,null,47.45017539993049,18.96526052070128
rxEjxHSfCv,DGm8hgqSQo,17tTHmBGYG,sonka,1,2016-07-07T16:21:33.750Z,2016-07-07T16:21:33.750Z,0,null,null,null
vr2OmC8K3L,re8I9TMUvF,wCyAdUCP6K,zöldség,1,2016-05-02T09:26:43.302Z,2016-05-02T09:26:43.302Z,0,null,null,null
LiZrJ6bNGZ,reAUUfz9Gp,31oQ4QmXvg,hagyma,1,2016-06-08T12:40:17.134Z,2016-06-10T06:50:04.856Z,1,null,null,null
qcX46cLhiZ,TxgcudP6V6,lQ7fAICdsx,sajt,1,2016-08-15T16:31:42.836Z,2016-08-16T15:31:40.063Z,0,1,null,null
KzT54XtAtB,DgyQC5zPFa,YPFdftheuq,fültisztító,1,2016-03-30T09:18:27.087Z,2016-05-17T06:09:35.108Z,1,1,47.45010611209045,18.96494308790231
A9wGHFZdnz,84S8oTONhM,1jiXhr3Wxv,kenyér,1,2016-06-05T09:44:36.055Z,2016-06-05T09:47:12.196Z,0,null,null,null
OcbeiwgqEd,InGggXacnh,VcmCtiohX4,szalámi,1,2016-03-03T14:21:38.304Z,2016-03-03T14:21:38.304Z,0,null,null,null
nVO5RvP17k,h8qKdTmvhg,hdeSZgH1G8,olaj,1,2016-06-17T08:28:10.093Z,2016-06-17T08:28:10.093Z,0,null,null,null
arAaTfwHpN,bcwUSF27WZ,bigm6e9uin,őrölt bors,0,2016-06-23T21:53:07.103Z,2016-06-24T20:30:46.125Z,0,1,null,null
V4uuHu6NPi,ztEaoA127Z,Kkily9ySlf,mosógép tisztító,1,2016-04-02T08:02:04.072Z,2016-04-15T09:07:19.290Z,0,1,null,null
wTWAFk66Eh,lsiPcwCTYs,xM8zKDwWxs,fogkrém,1,2016-06-21T07:21:04.886Z,2016-06-22T10:46:44.591Z,0,1,null,null
5G0CfALtZx,KHnfPl6mem,bgIXuyAA2C,tészta,1,2016-05-02T09:10:01.122Z,2016-05-02T09:10:35.285Z,0,1,null,null
OyS6dpX8Q2,PhnFOlpZvW,8YrWjXKayO,alma,2,2016-05-22T06:35:59.106Z,2016-08-08T18:58:44.457Z,1,1,null,null
